Drying_days,roaster_time,roaster_temperature,coca_melting_temperature,coca_melting_time,coca_melting_rotate_speed,Sugar_Mixer_temperature,Sugar_Mixer_rotate_speed,Sugar_Mixer_time,Conching_time,conching_temperature,conching_rotate_speed,pump1_temperature,pump1_pressure,pump1_Flow_rate,melting_tank_temperature,melting_tank_time,pump2_temperature,pump2_pressure,pump2_Flow_rate,tempering_machine_temperature,tempering_machine_time,tempering_machine_rotate_speed,pump3_temperature,pump3_pressure,pump3_Flow_rate,moulding_machine_temperature,moulding_machine_time,sweetness,color,hardness,glossiness,shape,bitterness,passed,roaster_failure,Cocoa_Butter_Melting_Tank_failure,Sugar_Mixer_failure,Conching_failure,Pump1_failure,Melting_Tank_failure,Pump2_failure,Tempering_Machine_failure,Pump3_failure,moulding_machine_failure,
6,40,161,50,27,50,47,357,21,262,64,57,58,78,32,51,30,59,68,32,50,45,41,61,65,32,9,30,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,
4,40,160,52,30,52,47,360,22,303,70,62,67,75,33,50,30,62,71,32,51,47,38,60,66,32,9,31,3,3,3,1,4,3,1,0,1,0,1,0,1,0,1,0,1,
5,39,161,46,27,46,46,364,21,199,53,65,53,67,30,46,29,54,69,31,48,40,39,58,61,31,8,28,2,2,2,1,0,4,1,1,1,1,1,1,1,1,1,1,1,
4,39,160,47,29,47,46,405,23,221,57,68,67,70,31,47,29,56,74,31,48,42,43,62,63,31,8,28,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,39,161,51,33,51,47,436,19,280,67,60,55,51,32,46,30,61,73,32,50,46,38,59,65,32,9,30,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
5,41,160,54,26,54,48,419,19,342,77,57,66,76,34,48,31,66,67,33,53,50,42,61,69,33,10,33,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
4,39,159,50,37,50,47,398,20,263,64,63,54,74,32,49,30,59,73,32,50,45,40,64,65,32,9,30,3,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
5,39,160,53,27,53,48,443,20,325,74,65,60,62,33,52,31,64,72,33,52,48,37,58,68,33,10,32,2,3,3,2,3,3,1,0,1,1,1,0,1,0,1,0,1,
4,40,161,49,35,49,47,437,19,256,63,55,66,72,32,51,30,59,75,32,50,44,38,60,64,32,9,30,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
3,40,162,51,36,51,47,352,21,289,68,59,67,70,32,53,30,61,67,32,51,46,41,62,66,32,9,31,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,37,160,47,29,47,46,356,20,216,56,56,53,67,31,48,29,56,69,31,48,42,39,59,62,31,8,28,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,41,158,49,34,49,47,365,20,255,63,56,62,79,32,52,30,59,71,32,50,44,41,62,64,32,9,30,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,
3,39,158,55,36,55,49,377,22,352,79,65,67,53,34,54,32,68,72,34,53,52,39,61,70,34,11,33,3,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,
2,43,160,55,36,55,49,431,21,354,79,68,64,80,34,46,32,69,67,34,54,52,39,60,71,34,11,34,3,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,
3,41,161,47,32,47,46,363,19,219,56,66,69,66,31,51,29,56,73,31,48,42,40,62,63,31,8,28,3,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
6,39,161,52,25,52,48,422,20,311,72,68,53,65,33,55,31,63,73,33,51,47,42,61,67,33,10,31,1,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
3,40,161,50,26,50,47,432,20,276,66,63,66,68,32,46,30,60,70,32,50,45,41,63,65,32,9,30,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
5,41,163,52,30,52,48,425,19,305,71,62,70,74,33,48,31,63,70,33,51,47,40,60,67,33,10,31,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
4,38,161,46,32,46,46,372,21,198,53,57,68,78,30,48,29,54,70,31,47,40,41,60,61,31,8,27,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,
6,38,160,51,28,51,47,397,19,284,67,64,60,57,32,54,30,61,65,32,50,46,39,58,66,32,9,30,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,40,159,48,36,48,46,356,21,227,58,69,65,66,31,51,29,57,72,31,49,42,39,59,63,31,8,29,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,
4,37,160,50,32,50,47,409,21,275,66,58,65,65,32,50,30,60,67,32,50,45,40,57,65,32,9,30,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
6,40,161,45,31,45,45,421,20,186,51,64,54,57,30,50,28,51,74,30,46,38,37,62,59,30,7,26,3,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,
4,41,157,49,32,49,47,393,22,255,62,70,58,57,32,52,30,59,71,32,50,44,44,58,64,32,9,30,3,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
3,42,159,51,31,51,47,429,19,287,68,66,67,75,32,54,30,61,70,32,50,46,38,62,66,32,9,30,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
4,41,161,47,34,47,46,436,21,212,55,60,70,63,31,48,29,55,68,31,48,41,41,59,62,31,8,28,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,38,158,46,32,46,46,400,21,195,52,62,54,68,30,54,29,53,66,31,47,39,39,62,61,31,8,27,3,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
5,40,158,46,29,46,46,395,19,195,53,62,55,58,30,51,29,53,67,31,47,40,39,58,61,31,8,27,3,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,
3,41,160,48,34,48,46,444,19,225,58,59,64,57,31,55,29,57,74,31,49,42,41,59,63,31,8,29,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,40,160,53,39,53,48,447,21,329,75,68,65,56,33,51,31,65,71,33,52,49,41,60,68,33,10,32,2,3,3,4,4,2,1,0,0,1,0,0,0,0,0,0,0,
6,42,159,55,27,55,49,356,21,353,79,52,51,58,34,49,32,69,68,34,53,52,38,59,70,34,11,33,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
3,38,161,50,32,50,47,404,20,263,64,61,59,76,32,45,30,60,69,32,50,45,41,60,65,32,9,30,3,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,42,162,55,26,55,49,402,21,354,79,64,58,61,34,51,32,69,72,34,54,52,42,58,71,34,11,34,3,3,3,2,4,2,1,0,0,0,0,0,0,0,0,0,1,
3,40,159,51,36,51,47,435,21,290,68,58,69,70,32,54,30,61,71,32,51,46,39,63,66,32,9,31,3,3,3,2,3,2,1,0,1,0,1,0,1,0,1,0,1,
3,40,162,52,33,52,47,395,20,302,70,57,63,69,33,51,30,62,67,32,51,47,39,60,66,32,9,31,3,3,3,2,4,3,1,0,0,0,0,0,0,0,0,0,1,
5,39,159,52,32,52,48,395,21,314,72,57,61,71,33,53,31,63,65,33,51,48,42,55,67,33,10,31,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
2,40,160,50,38,50,47,353,18,264,64,68,51,56,32,47,30,60,73,32,50,45,39,58,65,32,9,30,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,42,161,53,29,53,48,382,19,315,73,59,55,65,33,47,31,63,62,33,51,48,41,62,67,33,10,31,3,3,3,2,4,2,1,0,0,0,0,0,0,0,0,0,1,
4,40,161,45,33,45,45,447,21,184,51,54,60,74,30,51,28,50,72,30,46,37,42,61,59,30,7,26,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,39,162,53,31,53,48,391,19,322,74,58,62,56,33,50,31,64,71,33,52,48,41,60,67,33,10,32,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
5,39,160,51,27,51,47,354,20,293,69,53,63,65,33,53,30,62,75,32,51,46,45,57,66,32,9,31,4,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,40,160,51,32,51,47,395,20,283,67,60,62,70,32,55,30,61,75,32,50,46,41,61,66,32,9,30,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
3,41,159,46,28,46,46,380,20,203,54,50,65,64,31,46,29,54,69,31,48,40,41,59,62,31,8,28,3,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
2,40,160,50,39,50,47,350,20,263,64,58,66,57,32,51,30,60,74,32,50,45,37,59,65,32,9,30,3,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,40,160,50,39,50,47,411,21,267,64,68,60,59,32,46,30,60,68,32,50,45,39,59,65,32,9,30,2,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,40,163,47,28,47,46,410,22,214,56,52,62,74,31,49,29,56,69,31,48,41,36,55,62,31,8,28,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
4,40,161,51,33,51,47,353,22,286,68,60,51,78,32,53,30,61,73,32,50,46,40,59,66,32,9,30,2,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
4,41,160,46,37,46,46,394,20,199,53,65,70,62,30,47,29,54,64,31,47,40,39,62,61,31,8,27,3,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
3,42,158,48,27,48,47,419,20,239,60,68,65,75,31,55,30,58,71,32,49,43,43,59,64,32,9,29,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,41,159,51,38,51,47,413,21,280,67,57,65,74,32,52,30,61,75,32,50,46,42,61,65,32,9,30,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
3,38,160,51,29,51,47,447,20,292,69,69,58,52,32,49,30,62,67,32,51,46,39,62,66,32,9,31,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
5,40,160,53,34,53,48,378,19,329,75,69,66,52,33,51,31,65,59,33,52,49,39,58,68,33,10,32,3,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,
4,40,159,54,38,54,48,366,19,343,77,54,65,71,34,54,31,67,72,33,53,50,39,61,69,33,10,33,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
5,40,161,52,34,52,48,425,21,312,72,54,66,75,33,53,31,63,69,33,51,47,41,59,67,33,10,31,1,3,3,3,3,3,1,0,0,1,0,0,0,0,1,0,0,
3,39,161,46,36,46,46,386,18,196,53,63,65,59,30,53,29,53,66,31,47,40,41,60,61,31,8,27,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,
4,40,159,49,39,49,47,386,18,256,63,57,61,73,32,50,30,59,70,32,50,44,37,61,64,32,9,30,3,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
3,41,158,47,26,47,46,355,21,224,57,61,56,67,31,55,29,57,73,31,49,42,41,59,63,31,8,29,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,39,160,53,27,53,48,367,20,325,74,64,63,61,33,54,31,64,66,33,52,48,38,58,68,33,10,32,3,3,3,1,4,3,1,0,1,0,1,0,1,0,1,0,1,
4,41,158,53,37,53,48,368,21,327,75,65,61,71,33,50,31,65,64,33,52,49,40,59,68,33,10,32,2,3,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,
3,41,161,48,27,48,47,445,22,237,59,53,62,70,31,48,30,58,65,32,49,43,41,62,64,32,9,29,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,41,162,48,27,48,47,353,19,243,60,60,50,73,31,50,30,58,72,32,49,43,39,62,64,32,9,29,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,41,159,45,33,45,45,437,18,183,51,56,54,72,30,52,28,49,65,30,46,37,38,61,59,30,7,26,3,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,39,161,46,30,46,46,436,20,203,54,60,54,55,31,53,29,54,72,31,48,40,37,64,62,31,8,28,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,42,161,48,32,48,46,372,19,235,59,57,69,59,31,47,29,57,65,31,49,43,37,62,63,31,8,29,3,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,40,160,55,39,55,49,388,21,353,79,63,68,66,34,51,32,69,67,34,54,52,41,58,70,34,11,34,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
2,42,160,51,29,51,47,404,20,283,67,62,50,56,32,49,30,61,76,32,50,46,40,60,66,32,9,30,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,40,159,50,40,50,47,397,20,276,66,53,57,68,32,49,30,60,77,32,50,45,37,60,65,32,9,30,2,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,41,161,48,29,48,46,410,20,232,59,59,58,53,31,45,29,57,70,31,49,43,40,63,63,31,8,29,3,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,39,160,45,34,45,45,368,19,185,51,54,56,62,30,54,28,50,63,30,46,37,41,60,59,30,7,26,3,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,
6,39,161,52,36,52,48,366,19,311,72,70,55,61,33,51,31,63,70,33,51,47,41,58,67,33,10,31,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
4,40,159,50,29,50,47,423,20,271,65,65,50,57,32,48,30,60,72,32,50,45,40,61,65,32,9,30,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
4,40,160,51,33,51,47,415,19,294,69,55,60,69,33,49,30,62,71,32,51,46,42,61,66,32,9,31,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
6,42,159,50,35,50,47,426,19,277,66,55,58,59,32,53,30,60,70,32,50,45,39,57,65,32,9,30,2,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,40,160,55,38,55,49,436,21,357,80,53,62,76,34,48,32,71,71,34,54,54,37,59,72,34,11,34,2,4,4,3,4,2,1,0,0,0,0,0,0,0,0,0,0,
2,42,161,52,27,52,48,371,20,311,72,52,54,80,33,53,31,63,68,33,51,47,40,59,67,33,10,31,3,3,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,
6,40,160,50,35,50,47,386,20,268,65,59,55,73,32,54,30,60,71,32,50,45,43,60,65,32,9,30,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,38,160,48,37,48,46,420,20,231,59,50,65,79,31,47,29,57,70,31,49,43,41,60,63,31,8,29,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,39,160,50,34,50,47,350,19,274,66,61,56,74,32,48,30,60,72,32,50,45,39,61,65,32,9,30,3,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,40,160,47,37,47,46,391,19,215,56,55,66,65,31,53,29,56,74,31,48,42,41,60,62,31,8,28,3,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,41,160,46,26,46,46,429,21,197,53,54,53,61,30,52,29,53,67,31,47,40,40,61,61,31,8,27,3,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
5,37,159,52,31,52,48,353,19,306,71,70,51,53,33,52,31,63,70,33,51,47,37,63,67,33,10,31,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
6,40,158,49,27,49,47,411,21,252,62,65,56,72,32,47,30,59,68,32,50,44,43,60,64,32,9,30,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,39,160,53,28,53,48,402,18,325,74,67,67,53,33,52,31,64,70,33,52,48,39,60,68,33,10,32,2,3,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,
4,40,161,53,36,53,48,393,19,315,73,56,63,63,33,46,31,63,68,33,51,48,36,62,67,33,10,31,3,3,3,2,4,3,1,0,0,0,0,0,0,0,0,0,1,
3,40,159,55,26,55,49,429,20,357,79,57,61,79,34,49,32,71,74,34,54,53,41,59,71,34,11,34,3,4,4,3,4,2,1,0,0,0,0,0,0,0,0,0,0,
3,41,159,50,37,50,47,365,21,272,65,52,52,72,32,49,30,60,68,32,50,45,37,60,65,32,9,30,2,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,41,159,49,37,49,47,357,22,258,63,64,53,71,32,48,30,59,68,32,50,44,39,56,64,32,9,30,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,40,160,53,30,53,48,411,18,329,75,65,59,80,33,54,31,65,71,33,52,49,41,57,68,33,10,32,3,3,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,
3,40,159,45,34,45,45,417,20,189,51,61,62,69,30,52,28,52,70,30,47,38,42,61,60,30,7,27,3,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
5,41,161,47,38,47,46,440,20,217,56,52,61,60,31,46,29,56,75,31,48,42,39,59,63,31,8,28,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
2,41,162,46,35,46,46,398,19,194,52,56,54,70,30,46,29,53,69,31,47,39,42,60,61,31,8,27,4,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
2,42,160,53,27,53,48,383,22,328,75,62,53,76,33,48,31,65,73,33,52,49,40,56,68,33,10,32,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
5,41,160,53,34,53,48,356,21,316,73,68,52,78,33,51,31,63,75,33,51,48,38,58,67,33,10,31,2,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
5,41,160,45,33,45,45,374,21,182,50,68,69,53,30,51,28,48,59,30,45,35,42,58,58,30,7,25,2,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,
6,40,160,52,34,52,48,388,18,307,71,55,68,79,33,48,31,63,66,33,51,47,43,63,67,33,10,31,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
3,40,160,47,38,47,46,445,20,214,56,54,54,74,31,52,29,56,70,31,48,41,43,61,62,31,8,28,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
4,40,160,52,27,52,47,439,22,303,70,62,60,78,33,55,30,62,66,32,51,47,39,59,66,32,9,31,2,3,3,2,4,3,1,0,0,1,0,0,0,0,1,0,1,
5,39,161,52,34,52,47,432,21,302,70,64,65,64,33,45,30,62,71,32,51,47,39,59,66,32,9,31,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
5,40,159,46,33,46,46,438,20,203,54,64,53,59,31,46,29,54,65,31,48,40,44,64,62,31,8,28,3,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
6,39,160,54,35,54,48,365,20,345,77,68,59,76,34,52,31,67,71,33,53,51,41,60,69,33,10,33,2,3,3,2,3,3,1,0,1,1,1,0,1,0,1,0,1,
3,41,160,50,34,50,47,426,18,264,64,66,63,63,32,49,30,60,78,32,50,45,38,62,65,32,9,30,3,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
3,39,160,50,31,50,47,398,20,274,66,52,53,73,32,50,30,60,72,32,50,45,39,63,65,32,9,30,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
4,42,161,48,28,48,47,416,19,238,60,58,70,77,31,47,30,58,68,32,49,43,40,61,64,32,9,29,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,39,160,53,36,53,48,422,20,317,73,67,50,73,33,49,31,64,76,33,51,48,38,60,67,33,10,31,2,3,3,2,3,3,1,0,1,1,1,0,1,0,1,0,1,
3,39,162,48,32,48,46,385,19,233,59,65,60,64,31,48,29,57,68,31,49,43,40,62,63,31,8,29,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
4,41,160,52,40,52,48,377,20,313,72,67,58,80,33,54,31,63,66,33,51,48,38,58,67,33,10,31,2,3,3,2,4,3,1,0,0,1,0,0,0,0,1,0,1,
5,39,161,48,32,48,47,385,20,236,59,61,50,65,31,52,30,58,79,32,49,43,41,59,64,32,9,29,3,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
4,40,160,52,37,52,47,383,19,302,70,66,62,64,33,46,30,62,64,32,51,47,41,60,66,32,9,31,3,3,3,2,4,3,1,0,0,0,0,0,0,0,0,0,1,
5,40,161,47,33,47,46,409,20,210,55,61,69,54,31,46,29,55,70,31,48,41,39,61,62,31,8,28,2,2,2,1,0,4,1,1,1,1,1,1,1,1,1,1,1,
3,40,160,49,33,49,47,442,17,257,63,61,63,55,32,48,30,59,70,32,50,44,42,63,64,32,9,30,3,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
3,40,159,49,34,49,47,378,20,252,62,54,56,76,32,46,30,59,73,32,49,44,39,60,64,32,9,29,3,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
6,40,161,46,31,46,46,424,21,197,53,70,69,68,30,52,29,53,72,31,47,40,41,60,61,31,8,27,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,
3,38,162,48,37,48,46,364,19,232,59,55,54,72,31,46,29,57,69,31,49,43,38,60,63,31,8,29,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,41,161,49,40,49,47,431,20,249,62,64,57,61,32,48,30,59,71,32,49,44,41,59,64,32,9,29,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,40,161,46,38,46,46,395,21,195,52,65,63,58,30,53,29,53,72,31,47,39,38,62,61,31,8,27,3,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
2,40,159,54,36,54,48,352,21,347,78,54,66,74,34,47,31,67,70,33,53,51,40,62,69,33,10,33,3,3,3,2,4,2,1,0,0,0,0,0,0,0,0,0,1,
6,39,160,52,35,52,48,397,19,310,72,51,67,60,33,46,31,63,72,33,51,47,41,59,67,33,10,31,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
2,41,162,47,29,47,46,409,22,218,56,62,68,75,31,54,29,56,76,31,48,42,40,61,63,31,8,28,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,38,159,47,40,47,46,411,22,213,56,64,54,56,31,46,29,56,66,31,48,41,41,60,62,31,8,28,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,41,161,53,31,53,48,385,21,325,74,63,64,58,33,52,31,64,75,33,52,48,41,62,68,33,10,32,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
2,42,161,50,38,50,47,410,21,271,65,51,61,54,32,48,30,60,66,32,50,45,38,59,65,32,9,30,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,39,159,47,28,47,46,424,19,217,56,68,51,51,31,53,29,56,76,31,48,42,41,56,63,31,8,28,3,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,42,159,55,33,55,49,394,19,356,79,68,53,59,34,52,32,70,70,34,54,53,39,64,71,34,11,34,3,4,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0,
4,39,161,46,37,46,46,385,19,202,54,60,53,60,30,53,29,54,72,31,48,40,38,61,62,31,8,28,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,
4,40,160,53,35,53,48,440,20,320,73,59,56,55,33,53,31,64,79,33,52,48,41,59,67,33,10,32,2,3,3,2,4,3,1,0,0,1,0,0,0,0,1,0,1,
3,39,160,55,34,55,50,412,22,359,80,54,68,61,34,52,33,74,70,35,55,56,42,59,73,35,12,35,3,4,4,2,4,2,1,0,0,0,0,0,0,0,0,0,0,
3,42,159,45,38,45,45,433,21,183,51,67,58,65,30,50,28,49,69,30,46,37,43,62,59,30,7,26,3,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,38,160,47,34,47,46,356,17,223,57,63,54,77,31,49,29,56,60,31,49,42,42,59,63,31,8,29,3,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,41,160,48,36,48,47,367,19,240,60,51,55,78,31,46,30,58,71,32,49,43,40,58,64,32,9,29,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,40,159,52,32,52,48,434,21,314,72,56,61,71,33,49,31,63,75,33,51,48,37,60,67,33,10,31,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
6,39,159,48,37,48,46,424,20,228,58,53,63,64,31,51,29,57,72,31,49,43,38,59,63,31,8,29,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
3,39,159,54,34,54,48,428,20,344,77,68,64,73,34,53,31,67,70,33,53,50,41,62,69,33,10,33,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
5,41,159,45,29,45,45,400,19,183,51,64,63,80,30,51,28,50,71,30,46,37,42,62,59,30,7,26,2,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,
6,39,159,50,34,50,47,426,19,270,65,51,61,51,32,52,30,60,69,32,50,45,40,60,65,32,9,30,1,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,
4,42,160,54,38,54,48,357,20,343,77,53,63,63,34,47,31,67,73,33,53,50,39,60,69,33,10,33,3,3,3,2,4,2,1,0,0,0,0,0,0,0,0,0,1,
6,40,160,47,38,47,46,360,19,210,55,62,52,54,31,50,29,55,75,31,48,41,39,58,62,31,8,28,3,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,
5,41,160,47,26,47,46,440,19,222,57,53,68,61,31,45,29,56,64,31,49,42,38,63,63,31,8,29,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
3,40,158,49,35,49,47,363,21,244,61,51,66,74,31,50,30,58,70,32,49,44,38,60,64,32,9,29,1,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,40,159,53,30,53,48,357,20,320,73,55,66,60,33,49,31,64,72,33,52,48,42,59,67,33,10,32,2,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
6,42,159,51,32,51,47,427,19,286,68,61,57,55,32,50,30,61,69,32,50,46,38,61,66,32,9,30,2,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,41,162,49,28,49,47,397,21,251,62,57,66,70,32,47,30,59,69,32,49,44,43,58,64,32,9,29,2,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
6,42,161,48,33,48,47,445,22,237,60,70,57,61,31,52,30,58,68,32,49,43,42,58,64,32,9,29,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,40,159,48,37,48,46,385,19,232,59,65,61,59,31,55,29,57,74,31,49,43,40,61,63,31,8,29,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,40,161,50,33,50,47,377,21,266,64,57,62,53,32,50,30,60,69,32,50,45,41,61,65,32,9,30,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,41,160,49,35,49,47,399,20,245,61,65,67,68,31,51,30,58,68,32,49,44,42,63,64,32,9,29,2,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,41,160,47,36,47,46,447,20,215,56,61,53,77,31,46,29,56,66,31,48,42,39,55,62,31,8,28,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,41,159,45,37,45,45,391,19,188,51,59,53,70,30,50,28,51,65,30,47,38,36,56,60,30,7,27,3,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,
3,40,159,53,39,53,48,380,19,325,74,69,69,61,33,51,31,64,78,33,52,48,45,61,68,33,10,32,2,3,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,
6,40,159,53,25,53,48,375,21,326,74,63,63,68,33,46,31,64,72,33,52,49,42,62,68,33,10,32,2,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,
